date,asset,close,volume
2025-03-18,DIS,98.26329040527344,6727000
2025-03-19,DIS,99.1930160522461,8614600
2025-03-20,DIS,97.77864837646484,7836500
2025-03-21,DIS,98.3720932006836,15089900
2025-03-24,DIS,99.08421325683594,8224400
2025-03-25,DIS,100.49857330322266,7365200
2025-03-26,DIS,99.67765045166016,6314000
2025-03-27,DIS,99.35125732421875,6598800
2025-03-28,DIS,96.9972915649414,7679700
2025-03-31,DIS,97.62039947509766,10554000
2025-04-01,DIS,96.61155700683594,8762700
2025-04-02,DIS,96.80937194824219,7959900
2025-04-03,DIS,87.86824798583984,19353400
2025-04-04,DIS,82.6163330078125,22580900
2025-04-07,DIS,82.38885498046875,20456000
2025-04-08,DIS,80.82613372802734,14845600
2025-04-09,DIS,90.43981170654297,24970900
2025-04-10,DIS,84.29774475097656,16377000
2025-04-11,DIS,83.96145629882812,10204400
2025-04-14,DIS,83.73397827148438,10841300
2025-04-15,DIS,84.08014678955078,7840500
2025-04-16,DIS,81.8646469116211,10144300
2025-04-17,DIS,83.88233184814453,14810900
2025-04-21,DIS,83.08119201660156,14166800
2025-04-22,DIS,85.14833068847656,9578500
2025-04-23,DIS,86.335205078125,12089100
2025-04-24,DIS,89.02545928955078,10310000
2025-04-25,DIS,89.2925033569336,7749600
2025-04-28,DIS,89.17382049560547,8491800
2025-04-29,DIS,90.17276000976562,6359900
2025-04-30,DIS,89.95516967773438,8474800
2025-05-01,DIS,89.81670379638672,7790600
2025-05-02,DIS,91.47832489013672,7594000
2025-05-05,DIS,91.10248565673828,10231000
2025-05-06,DIS,91.16182708740234,11839400
2025-05-07,DIS,100.97332000732422,36155300
2025-05-08,DIS,103.97017669677734,19265400
2025-05-09,DIS,104.78121185302734,10438200
2025-05-12,DIS,109.28144073486328,18366600
2025-05-13,DIS,110.16169738769531,14076700
2025-05-14,DIS,111.70464324951172,15352200
2025-05-15,DIS,110.99252319335938,8322400
2025-05-16,DIS,112.17938995361328,10961000
2025-05-19,DIS,111.4277114868164,7209700
2025-05-20,DIS,111.13098907470703,6433300
2025-05-21,DIS,109.25176239013672,10150600
2025-05-22,DIS,109.91443634033203,7903700
2025-05-23,DIS,108.51986694335938,8086100
2025-05-27,DIS,111.13098907470703,10201100
2025-05-28,DIS,110.3001708984375,5787900
2025-05-29,DIS,110.7947006225586,9682100
2025-05-30,DIS,111.80354309082031,12881100
2025-06-02,DIS,111.71452331542969,7546800
2025-06-03,DIS,112.357421875,9738800
2025-06-04,DIS,112.24862670898438,5614900
2025-06-05,DIS,111.29912567138672,8547200
2025-06-06,DIS,112.65414428710938,5790700
2025-06-09,DIS,114.39488983154297,7960400
2025-06-10,DIS,117.43131256103516,18948400
2025-06-11,DIS,118.2126693725586,10439200
2025-06-12,DIS,117.3126220703125,7980300
2025-06-13,DIS,116.64995574951172,13204900
2025-06-16,DIS,118.17311096191406,9592100
2025-06-17,DIS,116.8378677368164,9241200
2025-06-18,DIS,116.57083129882812,8181200
2025-06-20,DIS,116.34333801269531,17180400
2025-06-23,DIS,116.46202850341797,8348000
2025-06-24,DIS,117.85262298583984,8350200
2025-06-25,DIS,118.61744689941406,6976300
2025-06-26,DIS,120.64373779296875,10439600
2025-06-27,DIS,121.517822265625,13435600
2025-06-30,DIS,123.17660522460938,13456200
2025-07-01,DIS,122.66009521484375,9815700
2025-07-02,DIS,122.15352630615234,7317100
2025-07-03,DIS,123.16666412353516,4252300
2025-07-07,DIS,122.33231353759766,7023500
2025-07-08,DIS,121.0013198852539,6622900
2025-07-09,DIS,119.79945373535156,6724900
2025-07-10,DIS,120.7430648803711,6888700
2025-07-11,DIS,119.06442260742188,6112400
2025-07-14,DIS,119.16374969482422,6853300
2025-07-15,DIS,118.18040466308594,7943600
2025-07-16,DIS,119.01475524902344,6747500
2025-07-17,DIS,121.3886947631836,9933700
2025-07-18,DIS,120.60400390625,9486800
2025-07-21,DIS,120.02790069580078,6392500
2025-07-22,DIS,120.24642181396484,5614500
2025-07-23,DIS,122.1137924194336,8258900
2025-07-24,DIS,121.13043975830078,6702200
2025-07-25,DIS,120.65367126464844,5656600
2025-07-28,DIS,119.56106567382812,6042200
2025-07-29,DIS,119.10415649414062,6283700
2025-07-30,DIS,118.73664093017578,5281500
2025-07-31,DIS,118.30953216552734,7235000
2025-08-01,DIS,115.80646514892578,8637800
2025-08-04,DIS,118.54791259765625,8845000
2025-08-05,DIS,117.52484130859375,15365700
2025-08-06,DIS,114.39600372314453,22153700
2025-08-07,DIS,112.12139892578125,15484400
2025-08-08,DIS,111.67442321777344,9491000
2025-08-11,DIS,111.79361724853516,8532600
2025-08-12,DIS,112.95575714111328,7274000
2025-08-13,DIS,115.85613250732422,9025700
2025-08-14,DIS,115.5283432006836,6800900
2025-08-15,DIS,114.61453247070312,6768600
2025-08-18,DIS,115.76673889160156,5798400
2025-08-19,DIS,115.48860931396484,5914000
2025-08-20,DIS,116.2534408569336,7046700
2025-08-21,DIS,115.42901611328125,6337100
2025-08-22,DIS,118.06121063232422,7161700
2025-08-25,DIS,116.91893768310547,5424900
2025-08-26,DIS,116.85934448242188,5787400
2025-08-27,DIS,117.29637908935547,4378000
2025-08-28,DIS,116.84941101074219,5687700
2025-08-29,DIS,117.58443450927734,5212600
2025-09-02,DIS,117.47517395019531,6015900
2025-09-03,DIS,116.59115600585938,6288700
2025-09-04,DIS,118.01154327392578,6949300
2025-09-05,DIS,117.11759948730469,6669100
2025-09-08,DIS,118.04134368896484,6450700
2025-09-09,DIS,116.58123016357422,5444300
2025-09-10,DIS,115.0118408203125,7484900
2025-09-11,DIS,116.29317474365234,8399100
2025-09-12,DIS,115.18070220947266,7640900
2025-09-15,DIS,114.84298706054688,7150900
2025-09-16,DIS,114.45561218261719,6844900
2025-09-17,DIS,115.31975555419922,7333900
2025-09-18,DIS,114.08808898925781,9460500
2025-09-19,DIS,112.9954833984375,23398400
2025-09-22,DIS,111.80354309082031,15479800
2025-09-23,DIS,111.49563598632812,13145000
2025-09-24,DIS,112.6677017211914,8755200
2025-09-25,DIS,112.23065948486328,6365500
2025-09-26,DIS,112.70743560791016,6145700
2025-09-29,DIS,114.00862884521484,9304100
2025-09-30,DIS,113.73051452636719,9303700
2025-10-01,DIS,112.19092559814453,9736300
2025-10-02,DIS,111.38636779785156,8695100
2025-10-03,DIS,111.71415710449219,7148400
2025-10-06,DIS,111.99227142333984,6141200
2025-10-07,DIS,111.77375030517578,5409800
2025-10-08,DIS,111.13805389404297,7074400
2025-10-09,DIS,110.24409484863281,6502400
2025-10-10,DIS,108.4561996459961,9635200
2025-10-13,DIS,109.52893829345703,7435100
2025-10-14,DIS,110.42288970947266,7898000
2025-10-15,DIS,110.95925903320312,7012600
2025-10-16,DIS,109.14155578613281,7531200
2025-10-17,DIS,109.9262466430664,10090500
2025-10-20,DIS,111.20758056640625,8047500
2025-10-21,DIS,113.5318603515625,8163200
2025-10-22,DIS,112.32005310058594,7569200
2025-10-23,DIS,112.2703857421875,6945400
2025-10-24,DIS,110.9294662475586,6235200
2025-10-27,DIS,111.58502197265625,6029600
2025-10-28,DIS,110.89966583251953,6839400
2025-10-29,DIS,109.49913787841797,7097100
2025-10-30,DIS,111.08838653564453,8311300
2025-10-31,DIS,111.86315155029297,8700600
2025-11-03,DIS,111.36650848388672,8542300
2025-11-04,DIS,110.72087860107422,7950100
2025-11-05,DIS,110.61161041259766,5746000
2025-11-06,DIS,109.7474594116211,10291800
2025-11-07,DIS,109.99578094482422,8782100
2025-11-10,DIS,111.4856948852539,9158700
2025-11-11,DIS,114.07815551757812,9713300
2025-11-12,DIS,115.8660659790039,15248700
2025-11-13,DIS,106.8868179321289,44045400
2025-11-14,DIS,105.08898162841797,16691400
2025-11-17,DIS,104.97972106933594,12296400
2025-11-18,DIS,105.56575012207031,11796200
2025-11-19,DIS,103.96656799316406,12790000
2025-11-20,DIS,102.00981140136719,12609900
2025-11-21,DIS,103.57919311523438,10785400
2025-11-24,DIS,101.25492095947266,15024800
2025-11-25,DIS,102.61570739746094,10574500
2025-11-26,DIS,102.73490905761719,10130200
2025-11-28,DIS,103.7679214477539,6525500
2025-12-01,DIS,106.05245971679688,12628900
2025-12-02,DIS,104.12550354003906,8548200
2025-12-03,DIS,105.02938079833984,10177800
2025-12-04,DIS,104.76119995117188,11471400
2025-12-05,DIS,104.59234619140625,10680100
2025-12-08,DIS,106.90667724609375,13727700
2025-12-09,DIS,106.30077362060547,8549400
2025-12-10,DIS,108.09861755371094,11237900
2025-12-11,DIS,110.7109375,13281400
2025-12-12,DIS,110.8499984741211,13059100
2025-12-15,DIS,110.48999786376953,14318000
2025-12-16,DIS,111.62000274658203,15580200
2025-12-17,DIS,110.62999725341797,12142500
2025-12-18,DIS,111.87000274658203,12913900
2025-12-19,DIS,111.23999786376953,21138400
2025-12-22,DIS,112.37999725341797,8803300
2025-12-23,DIS,113.22000122070312,7634500
2025-12-24,DIS,114.4800033569336,4606700
2025-12-26,DIS,113.55999755859375,5428900
2025-12-29,DIS,114.19000244140625,7966000
2025-12-30,DIS,114.79000091552734,6883900
2025-12-31,DIS,113.7699966430664,6608000
2026-01-02,DIS,111.8499984741211,8906200
2026-01-05,DIS,114.06999969482422,12029000
2026-01-06,DIS,114.56999969482422,7388300
2026-01-07,DIS,112.91000366210938,8296300
2026-01-08,DIS,114.16999816894531,9778200
2026-01-09,DIS,115.87999725341797,8935200
2026-01-12,DIS,112.81999969482422,10833800
2026-01-13,DIS,112.9800033569336,8945700
2026-01-14,DIS,113.52999877929688,8950900
2026-01-15,DIS,113.41000366210938,7958500
2026-01-16,DIS,111.19999694824219,12049600
2026-01-20,DIS,110.33999633789062,9818200
2026-01-21,DIS,113.19000244140625,10041400
2026-01-22,DIS,113.20999908447266,12437700
2026-01-23,DIS,110.9800033569336,10819800
2026-01-26,DIS,111.30999755859375,8859800
2026-01-27,DIS,110.61000061035156,8956900
2026-01-28,DIS,109.55999755859375,9016600
2026-01-29,DIS,111.58000183105469,11079000
2026-01-30,DIS,112.80000305175781,17895200
2026-02-02,DIS,104.44999694824219,37778500
2026-02-03,DIS,104.22000122070312,24827100
2026-02-04,DIS,107.05000305175781,19070400
2026-02-05,DIS,104.97000122070312,11859500
2026-02-06,DIS,108.69999694824219,12105600
2026-02-09,DIS,107.12999725341797,10515400
2026-02-10,DIS,109.95999908447266,9815500
2026-02-11,DIS,108.12000274658203,9374900
2026-02-12,DIS,102.37999725341797,25319600
2026-02-13,DIS,105.44999694824219,12845300
2026-02-17,DIS,105.44000244140625,10467400
2026-02-18,DIS,107.0999984741211,8791600
2026-02-19,DIS,106.0,7492900
2026-02-20,DIS,105.58000183105469,9043600
2026-02-23,DIS,104.41000366210938,10626500
2026-02-24,DIS,106.05000305175781,13594800
2026-02-25,DIS,105.05000305175781,8556500
2026-02-26,DIS,105.55000305175781,9578500
2026-02-27,DIS,106.04000091552734,13954000
2026-03-02,DIS,104.33000183105469,14178600
2026-03-03,DIS,103.30000305175781,13608400
2026-03-04,DIS,103.04000091552734,9672300
2026-03-05,DIS,102.41000366210938,11751500
2026-03-06,DIS,101.54000091552734,10448600
2026-03-09,DIS,101.66000366210938,11715100
2026-03-10,DIS,101.31999969482422,7833100
2026-03-11,DIS,100.88999938964844,8152800
2026-03-12,DIS,99.43000030517578,10309400
2026-03-13,DIS,99.29000091552734,9551500
2026-03-16,DIS,98.66000366210938,11578500
2026-03-17,DIS,100.30000305175781,11785600
2026-03-18,DIS,99.41999816894531,12615100
2026-03-19,DIS,99.19999694824219,14793800
2026-03-20,DIS,99.51000213623047,27544200
2026-03-23,DIS,97.94999694824219,11373000
2026-03-24,DIS,96.38999938964844,9155700
2026-03-25,DIS,95.94999694824219,8467500
2026-03-26,DIS,94.75,8548800
2026-03-27,DIS,92.41999816894531,12475900
2026-03-30,DIS,94.31999969482422,10592600
2026-03-31,DIS,96.37999725341797,11180200
2026-04-01,DIS,96.55999755859375,8518600
2026-04-02,DIS,96.61000061035156,6379100
2026-04-06,DIS,96.27999877929688,5882200
2026-04-07,DIS,95.77999877929688,7913000
2026-04-08,DIS,99.18000030517578,10821000
2026-04-09,DIS,99.79000091552734,8918300
2026-04-10,DIS,99.16999816894531,6359600
2026-04-13,DIS,101.18000030517578,6790300
2026-04-14,DIS,102.58999633789062,9997400
2026-04-15,DIS,103.04000091552734,7035300
2026-04-16,DIS,103.9000015258789,8145900
2026-04-17,DIS,106.29000091552734,10506200
2026-04-20,DIS,106.30000305175781,6423400
2026-04-21,DIS,104.29000091552734,7784500
2026-04-22,DIS,104.81999969482422,6886600
2026-04-23,DIS,103.6500015258789,6135300
2023-04-24,GOOGL,105.1013412475586,23542800
2023-04-25,GOOGL,102.99871063232422,46664100
2023-04-26,GOOGL,102.85985565185547,53347600
2023-04-27,GOOGL,106.70805358886719,50089200
2023-04-28,GOOGL,106.46011352539062,36139800
2023-05-01,GOOGL,106.32124328613281,26681700
2023-05-02,GOOGL,104.45665740966797,30997200
2023-05-03,GOOGL,104.54593658447266,21795400
2023-05-04,GOOGL,103.83184051513672,23419500
2023-05-05,GOOGL,104.7046127319336,26639300
2023-05-08,GOOGL,106.88658142089844,26511400
2023-05-09,GOOGL,106.47003173828125,36360100
2023-05-10,GOOGL,110.8339614868164,63153400
2023-05-11,GOOGL,115.61446380615234,78900000
2023-05-12,GOOGL,116.54674530029297,41102300
2023-05-15,GOOGL,115.55494689941406,36266800
2023-05-16,GOOGL,118.53034210205078,45035600
2023-05-17,GOOGL,119.84944915771484,33323600
2023-05-18,GOOGL,121.82312774658203,35234200
2023-05-19,GOOGL,121.75371551513672,41353400
2023-05-22,GOOGL,124.02494049072266,35253000
2023-05-23,GOOGL,121.55535125732422,34046300
2023-05-24,GOOGL,119.90896606445312,34182600
2023-05-25,GOOGL,122.46781921386719,42317000
2023-05-26,GOOGL,123.58854675292969,35635900
2023-05-30,GOOGL,122.65625,35076700
2023-05-31,GOOGL,121.86280822753906,37325800
2023-06-01,GOOGL,122.70584106445312,30772700
2023-06-02,GOOGL,123.64804077148438,26980100
2023-06-05,GOOGL,124.97706604003906,32305500
2023-06-06,GOOGL,126.26641082763672,26638300
2023-06-07,GOOGL,121.49584197998047,52539000
2023-06-08,GOOGL,121.1387939453125,29389200
2023-06-09,GOOGL,121.2280502319336,23778300
2023-06-12,GOOGL,122.62649536132812,28306400
2023-06-13,GOOGL,122.81492614746094,22278300
2023-06-14,GOOGL,122.65625,30592300
2023-06-15,GOOGL,124.06461334228516,35246300
2023-06-16,GOOGL,122.51739501953125,45535600
2023-06-20,GOOGL,122.0909194946289,26097500
2023-06-21,GOOGL,119.56182861328125,30306300
2023-06-22,GOOGL,122.1405029296875,26952200
2023-06-23,GOOGL,121.3371353149414,34913600
2023-06-26,GOOGL,117.36993408203125,33969900
2023-06-27,GOOGL,117.36003112792969,39535900
2023-06-28,GOOGL,119.19485473632812,27091400
2023-06-29,GOOGL,118.12371063232422,24090900
2023-06-30,GOOGL,118.71878814697266,29532200
2023-07-03,GOOGL,118.91716766357422,14467900
2023-07-05,GOOGL,120.75198364257812,27584800
2023-07-06,GOOGL,119.12542724609375,24745200
2023-07-07,GOOGL,118.50060272216797,21709500
2023-07-10,GOOGL,115.49543762207031,35315200
2023-07-11,GOOGL,116.17975616455078,23078800
2023-07-12,GOOGL,117.95510864257812,30404400
2023-07-13,GOOGL,123.51911926269531,44297900
2023-07-14,GOOGL,124.39189910888672,33283100
2023-07-17,GOOGL,123.62821960449219,25716200
2023-07-18,GOOGL,122.7455062866211,26193600
2023-07-19,GOOGL,121.0296859741211,37224000
2023-07-20,GOOGL,118.22289276123047,37906800
2023-07-21,GOOGL,119.03617095947266,72937900
2023-07-24,GOOGL,120.5337905883789,29686100
2023-07-25,GOOGL,121.20821380615234,52509600
2023-07-26,GOOGL,128.2103271484375,61682100
2023-07-27,GOOGL,128.33926391601562,44952100
2023-07-28,GOOGL,131.49319458007812,36591200
2023-07-31,GOOGL,131.63204956054688,28055500
2023-08-01,GOOGL,130.47164916992188,23166800
2023-08-02,GOOGL,127.32763671875,26273300
2023-08-03,GOOGL,127.39705657958984,20089500
2023-08-04,GOOGL,127.05984497070312,26147200
2023-08-07,GOOGL,130.45181274414062,22746300
2023-08-08,GOOGL,130.32286071777344,23535200
2023-08-09,GOOGL,128.59713745117188,24912900
2023-08-10,GOOGL,128.62692260742188,20857800
2023-08-11,GOOGL,128.49795532226562,19591100
2023-08-14,GOOGL,130.2534637451172,24695600
2023-08-15,GOOGL,128.71615600585938,19770700
2023-08-16,GOOGL,127.64501953125,25216100
2023-08-17,GOOGL,128.85499572753906,33446300
2023-08-18,GOOGL,126.41517639160156,30504800
2023-08-21,GOOGL,127.31770324707031,25248700
2023-08-22,GOOGL,128.02191162109375,22054900
2023-08-23,GOOGL,131.28494262695312,27819700
2023-08-24,GOOGL,128.71615600585938,28500700
2023-08-25,GOOGL,128.8153533935547,26762900
2023-08-28,GOOGL,129.93606567382812,20543300
2023-08-29,GOOGL,133.46693420410156,43075600
2023-08-30,GOOGL,134.7661895751953,28315800
2023-08-31,GOOGL,135.0537872314453,30053800
2023-09-01,GOOGL,134.5479736328125,21543700
2023-09-05,GOOGL,134.65707397460938,19403100
2023-09-06,GOOGL,133.35780334472656,18684500
2023-09-07,GOOGL,134.15122985839844,18844300
2023-09-08,GOOGL,135.26206970214844,23558300
2023-09-11,GOOGL,135.7976531982422,20763400
2023-09-12,GOOGL,134.23057556152344,18405500
2023-09-13,GOOGL,135.58937072753906,20749500
2023-09-14,GOOGL,136.9679718017578,24751000
2023-09-15,GOOGL,136.27369689941406,38919600
2023-09-18,GOOGL,137.07708740234375,21861300
2023-09-19,GOOGL,136.90843200683594,20353700
2023-09-20,GOOGL,132.64370727539062,29927500
2023-09-21,GOOGL,129.37075805664062,31503900
2023-09-22,GOOGL,129.18231201171875,26397300
2023-09-25,GOOGL,130.0352783203125,20094600
2023-09-26,GOOGL,127.51608276367188,25718700
2023-09-27,GOOGL,129.46995544433594,22746500
2023-09-28,GOOGL,131.22543334960938,22513100
2023-09-29,GOOGL,129.78729248046875,30859800
2023-10-02,GOOGL,133.07017517089844,22288000
2023-10-03,GOOGL,131.34442138671875,22989400
2023-10-04,GOOGL,134.13140869140625,26752300
2023-10-05,GOOGL,133.96279907226562,19832600
2023-10-06,GOOGL,136.45223999023438,27597600
2023-10-09,GOOGL,137.2853240966797,19278100
2023-10-10,GOOGL,136.9282989501953,27786600
2023-10-11,GOOGL,139.39788818359375,25884300
2023-10-12,GOOGL,137.83082580566406,24765500
2023-10-13,GOOGL,136.23403930664062,23420500
2023-10-16,GOOGL,137.9597625732422,28501900
2023-10-17,GOOGL,138.57467651367188,23515800
2023-10-18,GOOGL,136.8291015625,23375000
2023-10-19,GOOGL,136.62081909179688,26066000
2023-10-20,GOOGL,134.4884796142578,26335700
2023-10-23,GOOGL,135.38107299804688,26317900
2023-10-24,GOOGL,137.67213439941406,44814300
2023-10-25,GOOGL,124.58035278320312,84366200
2023-10-26,GOOGL,121.27763366699219,57061100
2023-10-27,GOOGL,121.16854095458984,44566500
2023-10-30,GOOGL,123.43978881835938,28940100
2023-10-31,GOOGL,123.06288146972656,26292300
2023-11-01,GOOGL,125.41346740722656,30082400
2023-11-02,GOOGL,126.44493865966797,27124600
2023-11-03,GOOGL,128.041748046875,26393100
2023-11-06,GOOGL,129.18231201171875,19052700
2023-11-07,GOOGL,129.8964080810547,29757300
2023-11-08,GOOGL,130.75926208496094,26425800
2023-11-09,GOOGL,129.17239379882812,23747800
2023-11-10,GOOGL,131.5031280517578,26913300
2023-11-13,GOOGL,131.0072479248047,18324800
2023-11-14,GOOGL,132.52468872070312,32395200
2023-11-15,GOOGL,133.5164794921875,23861500
2023-11-16,GOOGL,135.8075408935547,28013200
2023-11-17,GOOGL,134.20082092285156,37240600
2023-11-20,GOOGL,135.1331329345703,27815500
2023-11-21,GOOGL,135.84725952148438,22635300
2023-11-22,GOOGL,137.35476684570312,17813900
2023-11-24,GOOGL,135.56951904296875,12514300
2023-11-27,GOOGL,135.29180908203125,23436500
2023-11-28,GOOGL,136.07533264160156,18730000
2023-11-29,GOOGL,133.88345336914062,23967200
2023-11-30,GOOGL,131.44361877441406,38988300
2023-12-01,GOOGL,130.77911376953125,31442300
2023-12-04,GOOGL,128.2103271484375,36669900
2023-12-05,GOOGL,129.916259765625,27384800
2023-12-06,GOOGL,128.95419311523438,23576200
2023-12-07,GOOGL,135.8075408935547,56767100
2023-12-08,GOOGL,133.88345336914062,32260100
2023-12-11,GOOGL,132.1973876953125,31138000
2023-12-12,GOOGL,131.4337158203125,29032800
2023-12-13,GOOGL,131.48330688476562,30104800
2023-12-14,GOOGL,130.8584747314453,38722400
2023-12-15,GOOGL,131.51304626464844,50847100
2023-12-18,GOOGL,134.68682861328125,32258000
2023-12-19,GOOGL,135.5298309326172,25476800
2023-12-20,GOOGL,137.2059783935547,49107200
2023-12-21,GOOGL,139.26895141601562,27488300
2023-12-22,GOOGL,140.33016967773438,26532200
2023-12-26,GOOGL,140.35995483398438,16780300
2023-12-27,GOOGL,139.21934509277344,19628600
2023-12-28,GOOGL,139.0805206298828,16045700
2023-12-29,GOOGL,138.54493713378906,18733000
2024-01-02,GOOGL,137.03738403320312,23711200
2024-01-03,GOOGL,137.78125,24212100
2024-01-04,GOOGL,135.27197265625,27137700
2024-01-05,GOOGL,134.61740112304688,22513900
2024-01-08,GOOGL,137.70191955566406,21404000
2024-01-09,GOOGL,139.79461669921875,24759600
2024-01-10,GOOGL,141.1136932373047,21320200
2024-01-11,GOOGL,140.9153289794922,24008700
2024-01-12,GOOGL,141.4806671142578,18785500
2024-01-16,GOOGL,141.32199096679688,22670500
2024-01-17,GOOGL,140.31033325195312,20968600
2024-01-18,GOOGL,142.30386352539062,25746400
2024-01-19,GOOGL,145.18006896972656,34271900
2024-01-22,GOOGL,144.7932891845703,32200400
2024-01-23,GOOGL,145.8346710205078,21636100
2024-01-24,GOOGL,147.48106384277344,25233500
2024-01-25,GOOGL,150.6250762939453,29149100
2024-01-26,GOOGL,150.94244384765625,26115500
2024-01-29,GOOGL,152.25164794921875,27784300
2024-01-30,GOOGL,150.2184600830078,36331800
2024-01-31,GOOGL,138.95155334472656,71910000
2024-02-01,GOOGL,140.00286865234375,40466500
2024-02-02,GOOGL,141.21287536621094,62499600
2024-02-05,GOOGL,142.50221252441406,38505400
2024-02-06,GOOGL,142.91876220703125,29128200
2024-02-07,GOOGL,144.3469696044922,25208900
2024-02-08,GOOGL,144.7139434814453,22563800
2024-02-09,GOOGL,147.77859497070312,26829500
2024-02-12,GOOGL,146.32064819335938,21564100
2024-02-13,GOOGL,143.95025634765625,27837700
2024-02-14,GOOGL,144.74368286132812,22704200
2024-02-15,GOOGL,141.5996856689453,37590700
2024-02-16,GOOGL,139.36813354492188,31468900
2024-02-20,GOOGL,139.96319580078125,25144700
2024-02-21,GOOGL,141.38148498535156,23223300
2024-02-22,GOOGL,142.90884399414062,27191900
2024-02-23,GOOGL,142.7799072265625,19493800
2024-02-26,GOOGL,136.44232177734375,53641800
2024-02-27,GOOGL,137.74159240722656,33099200
2024-02-28,GOOGL,135.26206970214844,37328600
2024-02-29,GOOGL,137.32501220703125,42133000
2024-03-01,GOOGL,136.01583862304688,31151100
2024-03-04,GOOGL,132.25689697265625,55999400
2024-03-05,GOOGL,131.58245849609375,40194800
2024-03-06,GOOGL,130.32286071777344,35318600
2024-03-07,GOOGL,133.27847290039062,37738200
2024-03-08,GOOGL,134.3000030517578,39370400
2024-03-11,GOOGL,136.54147338867188,32437800
2024-03-12,GOOGL,137.3646697998047,27563400
2024-03-13,GOOGL,138.6440887451172,23347200
2024-03-14,GOOGL,141.92697143554688,42753400
2024-03-15,GOOGL,140.02268981933594,49475400
2024-03-18,GOOGL,146.46942138671875,69273700
2024-03-19,GOOGL,145.8247528076172,24070400
2024-03-20,GOOGL,147.520751953125,21311500
2024-03-21,GOOGL,146.39007568359375,24755600
2024-03-22,GOOGL,149.53411865234375,29211800
2024-03-25,GOOGL,148.83985900878906,19229300
2024-03-26,GOOGL,149.43492126464844,22149100
2024-03-27,GOOGL,149.63328552246094,22879200
2024-03-28,GOOGL,149.69277954101562,24485400
2024-04-01,GOOGL,154.21543884277344,31730800
2024-04-02,GOOGL,153.2930145263672,24586000
2024-04-03,GOOGL,153.65005493164062,24705000
2024-04-04,GOOGL,149.2960662841797,34724700
2024-04-05,GOOGL,151.24990844726562,23459200
2024-04-08,GOOGL,153.5806427001953,20702000
2024-04-09,GOOGL,155.3163299560547,31079500
2024-04-10,GOOGL,154.86007690429688,22838600
2024-04-11,GOOGL,158.10328674316406,27166400
2024-04-12,GOOGL,156.4370574951172,25353700
2024-04-15,GOOGL,153.59059143066406,27136500
2024-04-16,GOOGL,153.1343231201172,20779500
2024-04-17,GOOGL,154.19557189941406,21763100
2024-04-18,GOOGL,154.73114013671875,19883000
2024-04-19,GOOGL,152.82688903808594,32615600
2024-04-22,GOOGL,154.9989471435547,26446200
2024-04-23,GOOGL,156.96270751953125,21151600
2024-04-24,GOOGL,157.82559204101562,22779100
2024-04-25,GOOGL,154.72122192382812,57109700
2024-04-26,GOOGL,170.54049682617188,64665300
2024-04-29,GOOGL,164.78802490234375,45610000
2024-04-30,GOOGL,161.44564819335938,33562900
2024-05-01,GOOGL,162.5167694091797,33493200
2024-05-02,GOOGL,165.25416564941406,24294500
2024-05-03,GOOGL,165.86911010742188,34662400
2024-05-06,GOOGL,166.72206115722656,21871300
2024-05-07,GOOGL,169.84622192382812,28039700
2024-05-08,GOOGL,167.99156188964844,19569100
2024-05-09,GOOGL,168.56680297851562,15346700
2024-05-10,GOOGL,167.2675018310547,29799900
2024-05-13,GOOGL,167.75352478027344,31327600
2024-05-14,GOOGL,168.94369506835938,25127100
2024-05-15,GOOGL,171.0958709716797,26948400
2024-05-16,GOOGL,172.75216674804688,27867900
2024-05-17,GOOGL,174.6168212890625,24479300
2024-05-20,GOOGL,175.46975708007812,22554400
2024-05-21,GOOGL,176.39212036132812,16989400
2024-05-22,GOOGL,174.93417358398438,17880000
2024-05-23,GOOGL,172.1273651123047,21024900
2024-05-24,GOOGL,173.55555725097656,16579400
2024-05-28,GOOGL,174.95401000976562,20572200
2024-05-29,GOOGL,174.45809936523438,23388700
2024-05-30,GOOGL,170.6991729736328,22931500
2024-05-31,GOOGL,171.08596801757812,37638900
2024-06-03,GOOGL,171.75048828125,27459100
2024-06-04,GOOGL,172.36538696289062,26879600
2024-06-05,GOOGL,173.9721221923828,22068500
2024-06-06,GOOGL,175.28131103515625,23251000
2024-06-07,GOOGL,173.0299072265625,19661400
2024-06-10,GOOGL,173.7746124267578,23726700
2024-06-11,GOOGL,175.3732452392578,21540600
2024-06-12,GOOGL,176.53497314453125,27864700
2024-06-13,GOOGL,173.92355346679688,20913300
2024-06-14,GOOGL,175.5420379638672,18063600
2024-06-17,GOOGL,175.98887634277344,19618500
2024-06-18,GOOGL,173.85401916503906,21869900
2024-06-20,GOOGL,175.05552673339844,20160100
2024-06-21,GOOGL,178.3620147705078,57759000
2024-06-24,GOOGL,177.9548797607422,18298000
2024-06-25,GOOGL,182.73095703125,23130200
2024-06-26,GOOGL,182.58201599121094,19839000
2024-06-27,GOOGL,184.10121154785156,18848900
2024-06-28,GOOGL,180.8642120361328,29156600
2024-07-01,GOOGL,181.6982879638672,16006100
2024-07-02,GOOGL,183.93238830566406,17372500
2024-07-03,GOOGL,184.50833129882812,10242100
2024-07-05,GOOGL,189.25457763671875,20967500
2024-07-08,GOOGL,187.69564819335938,21035900
2024-07-09,GOOGL,187.64598083496094,15121400
2024-07-10,GOOGL,189.83045959472656,15952500
2024-07-11,GOOGL,184.2600860595703,25625800
